year;from_country_id;to_country_id;from_country;to_country;total_points
2016;sm;il;sm;il;0
2016;sm;lv;sm;lv;6
2016;sm;it;sm;it;10
2016;sm;az;sm;az;0
2016;sm;rs;sm;rs;0
2016;sm;hu;sm;hu;3
2016;sm;ge;sm;ge;6
2016;sm;cy;sm;cy;5
2016;sm;es;sm;es;0
2016;sm;hr;sm;hr;0
2016;sm;gb;sm;gb;8
2016;sm;cz;sm;cz;0
2016;sm;de;sm;de;0
2016;rs;ua;rs;ua;19
2016;rs;au;rs;au;12
2016;rs;ru;rs;ru;13
2016;rs;bg;rs;bg;12
2016;rs;se;rs;se;1
2016;rs;fr;rs;fr;0
2016;rs;am;rs;am;5
2016;rs;pl;rs;pl;0
2016;rs;lt;rs;lt;8
2016;rs;be;rs;be;5
2016;rs;nl;rs;nl;5
2016;rs;mt;rs;mt;10
2016;rs;at;rs;at;0
2016;rs;il;rs;il;7
2016;rs;lv;rs;lv;0
2016;rs;it;rs;it;0
2016;rs;az;rs;az;0
2016;rs;rs;rs;rs;0
2016;rs;hu;rs;hu;10
2016;rs;ge;rs;ge;0
2016;rs;cy;rs;cy;3
2016;rs;es;rs;es;0
2016;rs;hr;rs;hr;4
2016;rs;gb;rs;gb;2
2016;rs;cz;rs;cz;0
2016;rs;de;rs;de;0
2016;si;ua;si;ua;19
2016;si;au;si;au;9
2016;si;ru;si;ru;10
2016;si;bg;si;bg;12
2016;si;se;si;se;5
2016;si;fr;si;fr;0
2016;si;am;si;am;4
2016;si;pl;si;pl;4
2016;si;lt;si;lt;0
2016;si;be;si;be;8
2016;si;nl;si;nl;1
2016;si;mt;si;mt;0
2016;si;at;si;at;6
2016;si;il;si;il;2
2016;si;lv;si;lv;7
2016;si;it;si;it;1
2016;si;az;si;az;0
2016;si;rs;si;rs;17
2016;si;hu;si;hu;3
2016;si;ge;si;ge;0
2016;si;cy;si;cy;0
2016;si;es;si;es;0
2016;si;hr;si;hr;8
2016;si;gb;si;gb;0
2016;si;cz;si;cz;0
2016;si;de;si;de;0
2016;es;ua;es;ua;7
2016;es;au;es;au;12
2016;es;ru;es;ru;12
2016;es;bg;es;bg;12
2016;es;se;es;se;1
2016;es;fr;es;fr;17
2016;es;am;es;am;18
2016;es;pl;es;pl;5
2016;es;lt;es;lt;0
2016;es;be;es;be;0
2016;es;nl;es;nl;3
2016;es;mt;es;mt;6
2016;es;at;es;at;2
2016;es;il;es;il;1
2016;es;lv;es;lv;0
2016;es;it;es;it;8
2016;es;az;es;az;2
2016;es;rs;es;rs;0
2016;es;hu;es;hu;10
2016;es;ge;es;ge;0
2016;es;cy;es;cy;0
2016;es;es;es;es;0
2016;es;hr;es;hr;0
2016;es;gb;es;gb;0
2016;es;cz;es;cz;0
2016;es;de;es;de;0
2016;se;ua;se;ua;7
2016;se;au;se;au;24
2016;se;ru;se;ru;14
2016;se;bg;se;bg;4
2016;se;se;se;se;0
2016;se;fr;se;fr;11
2016;se;am;se;am;4
2016;se;pl;se;pl;10
2016;se;lt;se;lt;8
2016;se;be;se;be;0
2016;se;nl;se;nl;7
2016;se;mt;se;mt;7
2016;se;at;se;at;5
2016;se;il;se;il;0
2016;se;lv;se;lv;0
2016;se;it;se;it;0
2016;se;az;se;az;10
2016;se;rs;se;rs;0
2016;se;hu;se;hu;0
2016;se;ge;se;ge;0
2016;se;cy;se;cy;0
2016;se;es;se;es;2
2016;se;hr;se;hr;0
2016;se;gb;se;gb;0
2016;se;cz;se;cz;3
2016;se;de;se;de;0
2016;ch;ua;ch;ua;10
2016;ch;au;ch;au;13
2016;ch;ru;ch;ru;6
2016;ch;bg;ch;bg;1
2016;ch;se;ch;se;0
2016;ch;fr;ch;fr;3
2016;ch;am;ch;am;0
2016;ch;pl;ch;pl;5
2016;ch;lt;ch;lt;7
2016;ch;be;ch;be;10
2016;ch;nl;ch;nl;5
2016;ch;mt;ch;mt;0
2016;ch;at;ch;at;14
2016;ch;il;ch;il;8
2016;ch;lv;ch;lv;3
2016;ch;it;ch;it;9
2016;ch;az;ch;az;0
2016;ch;rs;ch;rs;12
2016;ch;hu;ch;hu;0
2016;ch;ge;ch;ge;0
2016;ch;cy;ch;cy;0
2016;ch;es;ch;es;2
2016;ch;hr;ch;hr;0
2016;ch;gb;ch;gb;0
2016;ch;cz;ch;cz;0
2016;ch;de;ch;de;8
2016;ua;ua;ua;ua;0
2016;ua;au;ua;au;9
2016;ua;ru;ua;ru;12
2016;ua;bg;ua;bg;3
2016;ua;se;ua;se;5
2016;ua;fr;ua;fr;0
2016;ua;am;ua;am;7
2016;ua;pl;ua;pl;8
2016;ua;lt;ua;lt;15
2016;ua;be;ua;be;10
2016;ua;nl;ua;nl;0
2016;ua;mt;ua;mt;0
2016;ua;at;ua;at;0
2016;ua;il;ua;il;6
2016;ua;lv;ua;lv;13
2016;ua;it;ua;it;0
2016;ua;az;ua;az;17
2016;ua;rs;ua;rs;0
2016;ua;hu;ua;hu;2
2016;ua;ge;ua;ge;9
2016;ua;cy;ua;cy;0
2016;ua;es;ua;es;0
2016;ua;hr;ua;hr;0
2016;ua;gb;ua;gb;0
2016;ua;cz;ua;cz;0
2016;ua;de;ua;de;0
2016;gb;ua;gb;ua;15
2016;gb;au;gb;au;14
2016;gb;ru;gb;ru;7
2016;gb;bg;gb;bg;13
2016;gb;se;gb;se;1
2016;gb;fr;gb;fr;6
2016;gb;am;gb;am;0
2016;gb;pl;gb;pl;10
2016;gb;lt;gb;lt;16
2016;gb;be;gb;be;0
2016;gb;nl;gb;nl;0
2016;gb;mt;gb;mt;0
2016;gb;at;gb;at;0
2016;gb;il;gb;il;3
2016;gb;lv;gb;lv;3
2016;gb;it;gb;it;0
2016;gb;az;gb;az;0
2016;gb;rs;gb;rs;2
2016;gb;hu;gb;hu;0
2016;gb;ge;gb;ge;12
2016;gb;cy;gb;cy;9
2016;gb;es;gb;es;4
2016;gb;hr;gb;hr;1
2016;gb;gb;gb;gb;0
2016;gb;cz;gb;cz;0
2016;gb;de;gb;de;0
2017;al;pt;al;pt;14
2017;al;bg;al;bg;20
2017;al;md;al;md;0
2017;al;be;al;be;5
2017;al;se;al;se;2
2017;al;it;al;it;24
2017;al;ro;al;ro;7
2017;al;hu;al;hu;6
2017;al;au;al;au;4
2017;al;no;al;no;0
2017;al;nl;al;nl;0
2017;al;fr;al;fr;6
2017;al;hr;al;hr;7
2017;al;az;al;az;2
2017;al;gb;al;gb;8
2017;al;at;al;at;0
2017;al;by;al;by;0
2017;al;am;al;am;7
2017;al;gr;al;gr;4
2017;al;dk;al;dk;0
2017;al;cy;al;cy;0
2017;al;pl;al;pl;0
2017;al;il;al;il;0
2017;al;ua;al;ua;0
2017;al;de;al;de;0
2017;al;es;al;es;0
2017;am;pt;am;pt;22
2017;am;bg;am;bg;7
2017;am;md;am;md;14
2017;am;be;am;be;5
2017;am;se;am;se;9
2017;am;it;am;it;6
2017;am;ro;am;ro;2
2017;am;hu;am;hu;0
2017;am;au;am;au;0
2017;am;no;am;no;5
2017;am;nl;am;nl;0
2017;am;fr;am;fr;11
2017;am;hr;am;hr;0
2017;am;az;am;az;0
2017;am;gb;am;gb;4
2017;am;at;am;at;1
2017;am;by;am;by;0
2017;am;am;am;am;0
2017;am;gr;am;gr;11
2017;am;dk;am;dk;0
2017;am;cy;am;cy;19
2017;am;pl;am;pl;0
2017;am;il;am;il;0
2017;am;ua;am;ua;0
2017;am;de;am;de;0
2017;am;es;am;es;0
2017;au;pt;au;pt;14
2017;au;bg;au;bg;13
2017;au;md;au;md;22
2017;au;be;au;be;4
2017;au;se;au;se;12
2017;au;it;au;it;2
2017;au;ro;au;ro;10
2017;au;hu;au;hu;0
2017;au;au;au;au;0
2017;au;no;au;no;0
2017;au;nl;au;nl;4
2017;au;fr;au;fr;0
2017;au;hr;au;hr;1
2017;au;az;au;az;0
2017;au;gb;au;gb;15
2017;au;at;au;at;3
2017;au;by;au;by;0
2017;au;am;au;am;1
2017;au;gr;au;gr;0
2017;au;dk;au;dk;13
2017;au;cy;au;cy;0
2017;au;pl;au;pl;2
2017;au;il;au;il;0
2017;au;ua;au;ua;0
2017;au;de;au;de;0
2017;au;es;au;es;0
2017;at;pt;at;pt;20
2017;at;bg;at;bg;17
2017;at;md;at;md;3
2017;at;be;at;be;10
2017;at;se;at;se;5
2017;at;it;at;it;12
2017;at;ro;at;ro;10
2017;at;hu;at;hu;10
2017;at;au;at;au;0
2017;at;no;at;no;3
2017;at;nl;at;nl;12
2017;at;fr;at;fr;0
2017;at;hr;at;hr;4
2017;at;az;at;az;0
2017;at;gb;at;gb;1
2017;at;at;at;at;0
2017;at;by;at;by;7
2017;at;am;at;am;0
2017;at;gr;at;gr;0
2017;at;dk;at;dk;0
2017;at;cy;at;cy;0
2017;at;pl;at;pl;2
2017;at;il;at;il;0
2017;at;ua;at;ua;0
2017;at;de;at;de;0
2017;at;es;at;es;0
2017;az;pt;az;pt;16
2017;az;bg;az;bg;14
2017;az;md;az;md;20
2017;az;be;az;be;4
2017;az;se;az;se;3
2017;az;it;az;it;6
2017;az;ro;az;ro;5
2017;az;hu;az;hu;7
2017;az;au;az;au;0
2017;az;no;az;no;0
2017;az;nl;az;nl;0
2017;az;fr;az;fr;5
2017;az;hr;az;hr;1
2017;az;az;az;az;0
2017;az;gb;az;gb;0
2017;az;at;az;at;0
2017;az;by;az;by;12
2017;az;am;az;am;0
2017;az;gr;az;gr;5
2017;az;dk;az;dk;0
2017;az;cy;az;cy;0
2017;az;pl;az;pl;6
2017;az;il;az;il;5
2017;az;ua;az;ua;7
2017;az;de;az;de;0
2017;az;es;az;es;0
2017;by;pt;by;pt;17
2017;by;bg;by;bg;24
2017;by;md;by;md;10
2017;by;be;by;be;6
2017;by;se;by;se;11
2017;by;it;by;it;0
2017;by;ro;by;ro;2
2017;by;hu;by;hu;8
2017;by;au;by;au;7
2017;by;no;by;no;11
2017;by;nl;by;nl;5
2017;by;fr;by;fr;4
2017;by;hr;by;hr;0
2017;by;az;by;az;0
2017;by;gb;by;gb;0
2017;by;at;by;at;4
2017;by;by;by;by;0
2017;by;am;by;am;0
2017;by;gr;by;gr;0
2017;by;dk;by;dk;3
2017;by;cy;by;cy;0
2017;by;pl;by;pl;2
2017;by;il;by;il;1
2017;by;ua;by;ua;1
2017;by;de;by;de;0
2017;by;es;by;es;0
2017;be;pt;be;pt;20
2017;be;bg;be;bg;18
2017;be;md;be;md;7
2017;be;be;be;be;0
2017;be;se;be;se;14
2017;be;it;be;it;5
2017;be;ro;be;ro;6
2017;be;hu;be;hu;1
2017;be;au;be;au;6
2017;be;no;be;no;7
2017;be;nl;be;nl;10
2017;be;fr;be;fr;4
2017;be;hr;be;hr;0
2017;be;az;be;az;4
2017;be;gb;be;gb;2
2017;be;at;be;at;3
2017;be;by;be;by;0
2017;be;am;be;am;0
2017;be;gr;be;gr;0
2017;be;dk;be;dk;0
2017;be;cy;be;cy;5
2017;be;pl;be;pl;4
2017;be;il;be;il;0
2017;be;ua;be;ua;0
2017;be;de;be;de;0
2017;be;es;be;es;0
2017;bg;pt;bg;pt;7
2017;bg;bg;bg;bg;0
2017;bg;md;bg;md;10
2017;bg;be;bg;be;4
2017;bg;se;bg;se;2
2017;bg;it;bg;it;0
2017;bg;ro;bg;ro;11
2017;bg;hu;bg;hu;6
2017;bg;au;bg;au;0
2017;bg;no;bg;no;0
2017;bg;nl;bg;nl;10
2017;bg;fr;bg;fr;12
2017;bg;hr;bg;hr;1
2017;bg;az;bg;az;5
2017;bg;gb;bg;gb;0
2017;bg;at;bg;at;12
2017;bg;by;bg;by;2
2017;bg;am;bg;am;4
2017;bg;gr;bg;gr;11
2017;bg;dk;bg;dk;0
2017;bg;cy;bg;cy;3
2017;bg;pl;bg;pl;7
2017;bg;il;bg;il;8
2017;bg;ua;bg;ua;1
2017;bg;de;bg;de;0
2017;bg;es;bg;es;0
2017;hr;pt;hr;pt;17
2017;hr;bg;hr;bg;18
2017;hr;md;hr;md;4
2017;hr;be;hr;be;5
2017;hr;se;hr;se;6
2017;hr;it;hr;it;7
2017;hr;ro;hr;ro;6
2017;hr;hu;hr;hu;24
2017;hr;au;hr;au;6
2017;hr;no;hr;no;2
2017;hr;nl;hr;nl;9
2017;hr;fr;hr;fr;3
2017;hr;hr;hr;hr;0
2017;hr;az;hr;az;0
2017;hr;gb;hr;gb;0
2017;hr;at;hr;at;1
2017;hr;by;hr;by;5
2017;hr;am;hr;am;0
2017;hr;gr;hr;gr;0
2017;hr;dk;hr;dk;3
2017;hr;cy;hr;cy;0
2017;hr;pl;hr;pl;0
2017;hr;il;hr;il;0
2017;hr;ua;hr;ua;0
2017;hr;de;hr;de;0
2017;hr;es;hr;es;0
2017;cy;pt;cy;pt;15
2017;cy;bg;cy;bg;17
2017;cy;md;cy;md;6
2017;cy;be;cy;be;5
2017;cy;se;cy;se;11
2017;cy;it;cy;it;18
2017;cy;ro;cy;ro;4
2017;cy;hu;cy;hu;0
2017;cy;au;cy;au;4
2017;cy;no;cy;no;0
2017;cy;nl;cy;nl;0
2017;cy;fr;cy;fr;5
2017;cy;hr;cy;hr;0
2017;cy;az;cy;az;1
2017;cy;gb;cy;gb;5
2017;cy;at;cy;at;0
2017;cy;by;cy;by;0
2017;cy;am;cy;am;1
2017;cy;gr;cy;gr;24
2017;cy;dk;cy;dk;0
2017;cy;cy;cy;cy;0
2017;cy;pl;cy;pl;0
2017;cy;il;cy;il;0
2017;cy;ua;cy;ua;0
2017;cy;de;cy;de;0
2017;cy;es;cy;es;0
2017;cz;pt;cz;pt;20
2017;cz;bg;cz;bg;14
2017;cz;md;cz;md;8
2017;cz;be;cz;be;4
2017;cz;se;cz;se;7
2017;cz;it;cz;it;1
2017;cz;ro;cz;ro;6
2017;cz;hu;cz;hu;0
2017;cz;au;cz;au;10
2017;cz;no;cz;no;0
2017;cz;nl;cz;nl;8
2017;cz;fr;cz;fr;0
2017;cz;hr;cz;hr;0
2017;cz;az;cz;az;10
2017;cz;gb;cz;gb;5
2017;cz;at;cz;at;4
2017;cz;by;cz;by;3
2017;cz;am;cz;am;2
2017;cz;gr;cz;gr;0
2017;cz;dk;cz;dk;6
2017;cz;cy;cz;cy;0
2017;cz;pl;cz;pl;1
2017;cz;il;cz;il;0
2017;cz;ua;cz;ua;7
2017;cz;de;cz;de;0
2017;cz;es;cz;es;0
2017;dk;pt;dk;pt;15
2017;dk;bg;dk;bg;14
2017;dk;md;dk;md;11
2017;dk;be;dk;be;8
2017;dk;se;dk;se;24
2017;dk;it;dk;it;0
2017;dk;ro;dk;ro;4
2017;dk;hu;dk;hu;3
2017;dk;au;dk;au;10
2017;dk;no;dk;no;13
2017;dk;nl;dk;nl;6
2017;dk;fr;dk;fr;0
2017;dk;hr;dk;hr;0
2017;dk;az;dk;az;0
2017;dk;gb;dk;gb;0
2017;dk;at;dk;at;7
2017;dk;by;dk;by;0
2017;dk;am;dk;am;1
2017;dk;gr;dk;gr;0
2017;dk;dk;dk;dk;0
2017;dk;cy;dk;cy;0
2017;dk;pl;dk;pl;0
2017;dk;il;dk;il;0
2017;dk;ua;dk;ua;0
2017;dk;de;dk;de;0
2017;dk;es;dk;es;0
2017;ee;pt;ee;pt;18
2017;ee;bg;ee;bg;19
2017;ee;md;ee;md;4
2017;ee;be;ee;be;14
2017;ee;se;ee;se;6
2017;ee;it;ee;it;5
2017;ee;ro;ee;ro;6
2017;ee;hu;ee;hu;9
2017;ee;au;ee;au;7
2017;ee;no;ee;no;10
2017;ee;nl;ee;nl;4
2017;ee;fr;ee;fr;1
2017;ee;hr;ee;hr;0
2017;ee;az;ee;az;0
2017;ee;gb;ee;gb;6
2017;ee;at;ee;at;0
2017;ee;by;ee;by;2
2017;ee;am;ee;am;0
2017;ee;gr;ee;gr;0
2017;ee;dk;ee;dk;5
2017;ee;cy;ee;cy;0
2017;ee;pl;ee;pl;0
2017;ee;il;ee;il;0
2017;ee;ua;ee;ua;0
2017;ee;de;ee;de;0
2017;ee;es;ee;es;0
2017;fi;pt;fi;pt;20
2017;fi;bg;fi;bg;13
2017;fi;md;fi;md;8
2017;fi;be;fi;be;10
2017;fi;se;fi;se;18
2017;fi;it;fi;it;15
2017;fi;ro;fi;ro;3
2017;fi;hu;fi;hu;4
2017;fi;au;fi;au;10
2017;fi;no;fi;no;3
2017;fi;nl;fi;nl;0
2017;fi;fr;fi;fr;1
2017;fi;hr;fi;hr;0
2017;fi;az;fi;az;0
2017;fi;gb;fi;gb;2
2017;fi;at;fi;at;0
2017;fi;by;fi;by;0
2017;fi;am;fi;am;0
2017;fi;gr;fi;gr;0
2017;fi;dk;fi;dk;4
2017;fi;cy;fi;cy;5
2017;fi;pl;fi;pl;0
2017;fi;il;fi;il;0
2017;fi;ua;fi;ua;0
2017;fi;de;fi;de;0
2017;fi;es;fi;es;0
2017;fr;pt;fr;pt;24
2017;fr;bg;fr;bg;9
2017;fr;md;fr;md;7
2017;fr;be;fr;be;8
2017;fr;se;fr;se;8
2017;fr;it;fr;it;15
2017;fr;ro;fr;ro;10
2017;fr;hu;fr;hu;2
2017;fr;au;fr;au;2
2017;fr;no;fr;no;7
2017;fr;nl;fr;nl;4
2017;fr;fr;fr;fr;0
2017;fr;hr;fr;hr;0
2017;fr;az;fr;az;0
2017;fr;gb;fr;gb;3
2017;fr;at;fr;at;1
2017;fr;by;fr;by;0
2017;fr;am;fr;am;6
2017;fr;gr;fr;gr;0
2017;fr;dk;fr;dk;0
2017;fr;cy;fr;cy;0
2017;fr;pl;fr;pl;1
2017;fr;il;fr;il;9
2017;fr;ua;fr;ua;0
2017;fr;de;fr;de;0
2017;fr;es;fr;es;0
2017;ge;pt;ge;pt;20
2017;ge;bg;ge;bg;13
2017;ge;md;ge;md;0
2017;ge;be;ge;be;0
2017;ge;se;ge;se;9
2017;ge;it;ge;it;7
2017;ge;ro;ge;ro;0
2017;ge;hu;ge;hu;0
2017;ge;au;ge;au;0
2017;ge;no;ge;no;7
2017;ge;nl;ge;nl;1
2017;ge;fr;ge;fr;3
2017;ge;hr;ge;hr;0
2017;ge;az;ge;az;22
2017;ge;gb;ge;gb;0
2017;ge;at;ge;at;5
2017;ge;by;ge;by;6
2017;ge;am;ge;am;13
2017;ge;gr;ge;gr;0
2017;ge;dk;ge;dk;0
2017;ge;cy;ge;cy;6
2017;ge;pl;ge;pl;0
2017;ge;il;ge;il;0
2017;ge;ua;ge;ua;4
2017;ge;de;ge;de;0
2017;ge;es;ge;es;0
2017;de;pt;de;pt;22
2017;de;bg;de;bg;13
2017;de;md;de;md;7
2017;de;be;de;be;10
2017;de;se;de;se;4
2017;de;it;de;it;4
2017;de;ro;de;ro;6
2017;de;hu;de;hu;4
2017;de;au;de;au;5
2017;de;no;de;no;12
2017;de;nl;de;nl;8
2017;de;fr;de;fr;0
2017;de;hr;de;hr;11
2017;de;az;de;az;0
2017;de;gb;de;gb;6
2017;de;at;de;at;2
2017;de;by;de;by;0
2017;de;am;de;am;0
2017;de;gr;de;gr;0
2017;de;dk;de;dk;0
2017;de;cy;de;cy;0
2017;de;pl;de;pl;2
2017;de;il;de;il;0
2017;de;ua;de;ua;0
2017;de;de;de;de;0
2017;de;es;de;es;0
2017;gr;pt;gr;pt;13
2017;gr;bg;gr;bg;12
2017;gr;md;gr;md;13
2017;gr;be;gr;be;5
2017;gr;se;gr;se;3
2017;gr;it;gr;it;11
2017;gr;ro;gr;ro;7
2017;gr;hu;gr;hu;0
2017;gr;au;gr;au;0
2017;gr;no;gr;no;0
2017;gr;nl;gr;nl;0
2017;gr;fr;gr;fr;4
2017;gr;hr;gr;hr;0
2017;gr;az;gr;az;10
2017;gr;gb;gr;gb;1
2017;gr;at;gr;at;0
2017;gr;by;gr;by;3
2017;gr;am;gr;am;10
2017;gr;gr;gr;gr;0
2017;gr;dk;gr;dk;0
2017;gr;cy;gr;cy;24
2017;gr;pl;gr;pl;0
2017;gr;il;gr;il;0
2017;gr;ua;gr;ua;0
2017;gr;de;gr;de;0
2017;gr;es;gr;es;0
2017;hu;pt;hu;pt;19
2017;hu;bg;hu;bg;22
2017;hu;md;hu;md;10
2017;hu;be;hu;be;8
2017;hu;se;hu;se;4
2017;hu;it;hu;it;4
2017;hu;ro;hu;ro;6
2017;hu;hu;hu;hu;0
2017;hu;au;hu;au;7
2017;hu;no;hu;no;6
2017;hu;nl;hu;nl;8
2017;hu;fr;hu;fr;1
2017;hu;hr;hu;hr;5
2017;hu;az;hu;az;4
2017;hu;gb;hu;gb;3
2017;hu;at;hu;at;0
2017;hu;by;hu;by;0
2017;hu;am;hu;am;2
2017;hu;gr;hu;gr;0
2017;hu;dk;hu;dk;5
2017;hu;cy;hu;cy;2
2017;hu;pl;hu;pl;0
2017;hu;il;hu;il;0
2017;hu;ua;hu;ua;0
2017;hu;de;hu;de;0
2017;hu;es;hu;es;0
2017;is;pt;is;pt;24
2017;is;bg;is;bg;10
2017;is;md;is;md;6
2017;is;be;is;be;12
2017;is;se;is;se;16
2017;is;it;is;it;12
2017;is;ro;is;ro;5
2017;is;hu;is;hu;6
2017;is;au;is;au;10
2017;is;no;is;no;2
2017;is;nl;is;nl;0
2017;is;fr;is;fr;0
2017;is;hr;is;hr;0
2017;is;az;is;az;0
2017;is;gb;is;gb;7
2017;is;at;is;at;0
2017;is;by;is;by;0
2017;is;am;is;am;0
2017;is;gr;is;gr;0
2017;is;dk;is;dk;3
2017;is;cy;is;cy;0
2017;is;pl;is;pl;3
2017;is;il;is;il;0
2017;is;ua;is;ua;0
2017;is;de;is;de;0
2017;is;es;is;es;0
2017;ie;pt;ie;pt;15
2017;ie;bg;ie;bg;16
2017;ie;md;ie;md;8
2017;ie;be;ie;be;17
2017;ie;se;ie;se;6
2017;ie;it;ie;it;1
2017;ie;ro;ie;ro;20
2017;ie;hu;ie;hu;2
2017;ie;au;ie;au;0
2017;ie;no;ie;no;2
2017;ie;nl;ie;nl;4
2017;ie;fr;ie;fr;0
2017;ie;hr;ie;hr;3
2017;ie;az;ie;az;1
2017;ie;gb;ie;gb;4
2017;ie;at;ie;at;7
2017;ie;by;ie;by;0
2017;ie;am;ie;am;0
2017;ie;gr;ie;gr;0
2017;ie;dk;ie;dk;0
2017;ie;cy;ie;cy;0
2017;ie;pl;ie;pl;7
2017;ie;il;ie;il;0
2017;ie;ua;ie;ua;0
2017;ie;de;ie;de;3
2017;ie;es;ie;es;0
2017;il;pt;il;pt;24
2017;il;bg;il;bg;17
2017;il;md;il;md;8
2017;il;be;il;be;14
2017;il;se;il;se;13
2017;il;it;il;it;10
2017;il;ro;il;ro;7
2017;il;hu;il;hu;1
2017;il;au;il;au;0
2017;il;no;il;no;5
2017;il;nl;il;nl;0
2017;il;fr;il;fr;10
2017;il;hr;il;hr;0
2017;il;az;il;az;0
2017;il;gb;il;gb;0
2017;il;at;il;at;0
2017;il;by;il;by;3
2017;il;am;il;am;0
2017;il;gr;il;gr;0
2017;il;dk;il;dk;0
2017;il;cy;il;cy;0
2017;il;pl;il;pl;0
2017;il;il;il;il;0
2017;il;ua;il;ua;4
2017;il;de;il;de;0
2017;il;es;il;es;0
2017;it;pt;it;pt;10
2017;it;bg;it;bg;10
2017;it;md;it;md;20
2017;it;be;it;be;9
2017;it;se;it;se;10
2017;it;it;it;it;0
2017;it;ro;it;ro;10
2017;it;hu;it;hu;4
2017;it;au;it;au;0
2017;it;no;it;no;3
2017;it;nl;it;nl;0
2017;it;fr;it;fr;7
2017;it;hr;it;hr;6
2017;it;az;it;az;12
2017;it;gb;it;gb;0
2017;it;at;it;at;1
2017;it;by;it;by;0
2017;it;am;it;am;4
2017;it;gr;it;gr;0
2017;it;dk;it;dk;0
2017;it;cy;it;cy;0
2017;it;pl;it;pl;3
2017;it;il;it;il;0
2017;it;ua;it;ua;7
2017;it;de;it;de;0
2017;it;es;it;es;0
2017;lv;pt;lv;pt;22
2017;lv;bg;lv;bg;15
2017;lv;md;lv;md;9
2017;lv;be;lv;be;22
2017;lv;se;lv;se;4
2017;lv;it;lv;it;3
2017;lv;ro;lv;ro;8
2017;lv;hu;lv;hu;2
2017;lv;au;lv;au;5
2017;lv;no;lv;no;8
2017;lv;nl;lv;nl;0
2017;lv;fr;lv;fr;0
2017;lv;hr;lv;hr;0
2017;lv;az;lv;az;0
2017;lv;gb;lv;gb;4
2017;lv;at;lv;at;6
2017;lv;by;lv;by;8
2017;lv;am;lv;am;0
2017;lv;gr;lv;gr;0
2017;lv;dk;lv;dk;0
2017;lv;cy;lv;cy;0
2017;lv;pl;lv;pl;0
2017;lv;il;lv;il;0
2017;lv;ua;lv;ua;0
2017;lv;de;lv;de;0
2017;lv;es;lv;es;0
2017;lt;pt;lt;pt;24
2017;lt;bg;lt;bg;14
2017;lt;md;lt;md;8
2017;lt;be;lt;be;14
2017;lt;se;lt;se;9
2017;lt;it;lt;it;13
2017;lt;ro;lt;ro;4
2017;lt;hu;lt;hu;2
2017;lt;au;lt;au;1
2017;lt;no;lt;no;16
2017;lt;nl;lt;nl;2
2017;lt;fr;lt;fr;0
2017;lt;hr;lt;hr;0
2017;lt;az;lt;az;0
2017;lt;gb;lt;gb;0
2017;lt;at;lt;at;5
2017;lt;by;lt;by;1
2017;lt;am;lt;am;3
2017;lt;gr;lt;gr;0
2017;lt;dk;lt;dk;0
2017;lt;cy;lt;cy;0
2017;lt;pl;lt;pl;0
2017;lt;il;lt;il;0
2017;lt;ua;lt;ua;0
2017;lt;de;lt;de;0
2017;lt;es;lt;es;0
2017;mt;pt;mt;pt;18
2017;mt;bg;mt;bg;18
2017;mt;md;mt;md;1
2017;mt;be;mt;be;5
2017;mt;se;mt;se;7
2017;mt;it;mt;it;24
2017;mt;ro;mt;ro;11
2017;mt;hu;mt;hu;5
2017;mt;au;mt;au;0
2017;mt;no;mt;no;0
2017;mt;nl;mt;nl;0
2017;mt;fr;mt;fr;4
2017;mt;hr;mt;hr;9
2017;mt;az;mt;az;0
2017;mt;gb;mt;gb;4
2017;mt;at;mt;at;0
2017;mt;by;mt;by;2
2017;mt;am;mt;am;1
2017;mt;gr;mt;gr;0
2017;mt;dk;mt;dk;0
2017;mt;cy;mt;cy;0
2017;mt;pl;mt;pl;0
2017;mt;il;mt;il;7
2017;mt;ua;mt;ua;0
2017;mt;de;mt;de;0
2017;mt;es;mt;es;0
2017;md;pt;md;pt;13
2017;md;bg;md;bg;18
2017;md;md;md;md;0
2017;md;be;md;be;2
2017;md;se;md;se;11
2017;md;it;md;it;4
2017;md;ro;md;ro;24
2017;md;hu;md;hu;1
2017;md;au;md;au;4
2017;md;no;md;no;0
2017;md;nl;md;nl;0
2017;md;fr;md;fr;5
2017;md;hr;md;hr;0
2017;md;az;md;az;15
2017;md;gb;md;gb;0
2017;md;at;md;at;2
2017;md;by;md;by;4
2017;md;am;md;am;6
2017;md;gr;md;gr;7
2017;md;dk;md;dk;0
2017;md;cy;md;cy;0
2017;md;pl;md;pl;0
2017;md;il;md;il;0
2017;md;ua;md;ua;0
2017;md;de;md;de;0
2017;md;es;md;es;0
2017;me;pt;me;pt;8
2017;me;bg;me;bg;8
2017;me;md;me;md;3
2017;me;be;me;be;10
2017;me;se;me;se;7
2017;me;it;me;it;18
2017;me;ro;me;ro;10
2017;me;hu;me;hu;7
2017;me;au;me;au;0
2017;me;no;me;no;0
2017;me;nl;me;nl;0
2017;me;fr;me;fr;5
2017;me;hr;me;hr;17
2017;me;az;me;az;5
2017;me;gb;me;gb;0
2017;me;at;me;at;1
2017;me;by;me;by;0
2017;me;am;me;am;4
2017;me;gr;me;gr;12
2017;me;dk;me;dk;0
2017;me;cy;me;cy;1
2017;me;pl;me;pl;0
2017;me;il;me;il;0
2017;me;ua;me;ua;0
2017;me;de;me;de;0
